book_id,goodreads_book_id,best_book_id,work_id,books_count,isbn,isbn13,authors,original_publication_year,original_title,title,language_code,image_url,small_image_url
4062,426825,426825,69653,48,055327094X,9.78055E+12,Leon Uris,1970,QB VII,QB VII,eng,https://images.gr-assets.com/books/1359742726m/426825.jpg,https://images.gr-assets.com/books/1359742726s/426825.jpg
4063,24876258,24876258,24239884,19,451466802,9.78045E+12,Jim Butcher,2015,The Aeronaut's Windlass ,"The Aeronaut's Windlass (The Cinder Spires, #1)",eng,https://images.gr-assets.com/books/1425415066m/24876258.jpg,https://images.gr-assets.com/books/1425415066s/24876258.jpg
4064,23529,23529,191464,37,861661419,9.78086E+12,"Alan Moore, Eddie Campbell, Pete Mullins",1999,From Hell,From Hell,eng,https://images.gr-assets.com/books/1327894621m/23529.jpg,https://images.gr-assets.com/books/1327894621s/23529.jpg
4065,86321,86321,1587685,67,739453823,9.78074E+12,Nora Roberts,2005,Black Rose,"Black Rose (In the Garden, #2)",eng,https://images.gr-assets.com/books/1298119100m/86321.jpg,https://images.gr-assets.com/books/1298119100s/86321.jpg
4066,65910,65910,553563,39,553587692,9.78055E+12,Lisa Gardner,1997,The Perfect Husband,"The Perfect Husband (Quincy & Rainie, #1)",eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4067,113310,113310,268923,102,345366239,9.78035E+12,Katherine Neville,1988,The Eight,The Eight (The Eight #1),eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4068,1499952,1499952,1710545,352,,,Jean Webster,1912,Daddy-Long-Legs       ,"Daddy-Long-Legs (Daddy-Long-Legs, #1)",eng,https://images.gr-assets.com/books/1339593021m/1499952.jpg,https://images.gr-assets.com/books/1339593021s/1499952.jpg
4069,161887,161887,2079577,26,152052216,9.78015E+12,Edith Pattou,2003,East,East,en-US,https://images.gr-assets.com/books/1277997811m/161887.jpg,https://images.gr-assets.com/books/1277997811s/161887.jpg
4070,127584,127584,2000164,73,345335082,9.78035E+12,Anne McCaffrey,1971,Dragonquest,"Dragonquest (Pern, #2)",en-US,https://images.gr-assets.com/books/1307994633m/127584.jpg,https://images.gr-assets.com/books/1307994633s/127584.jpg
4071,357636,357636,848942,156,393301583,9.78039E+12,"Sigmund Freud, James Strachey, Peter Gay",1930,Das Unbehagen in der Kultur,Civilization and Its Discontents,en-US,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4072,12394068,12394068,17375206,88,1444737090,9.78144E+12,James Bowen,2012,A Street Cat Named Bob: How One Man and His Cat Found Hope on the Streets,A Street Cat Named Bob: How One Man and His Cat Found Hope on the Streets,eng,https://images.gr-assets.com/books/1331779332m/12394068.jpg,https://images.gr-assets.com/books/1331779332s/12394068.jpg
4073,17411703,17411703,23680376,32,345545850,9.78035E+12,J. Kenner,2013,Complete Me,"Complete Me (Stark Trilogy, #3)",eng,https://images.gr-assets.com/books/1363420378m/17411703.jpg,https://images.gr-assets.com/books/1363420378s/17411703.jpg
4074,19288321,19288321,26474462,29,553392425,9.78055E+12,Robin Hobb,2014,Fool's Assassin,"Fool's Assassin (The Fitz and the Fool, #1)",eng,https://images.gr-assets.com/books/1393886110m/19288321.jpg,https://images.gr-assets.com/books/1393886110s/19288321.jpg
4075,31979,31979,154982,21,785115315,9.78079E+12,"Joss Whedon, John Cassaday",2004,"Astonishing X-Men, Volume 1: Gifted","Astonishing X-Men, Volume 1: Gifted",eng,https://images.gr-assets.com/books/1500464817m/31979.jpg,https://images.gr-assets.com/books/1500464817s/31979.jpg
4076,5152561,5152561,5219564,36,006121471X,9.78006E+12,Melissa Marr,2009,Fragile Eternity,"Fragile Eternity (Wicked Lovely, #3)",en-US,https://images.gr-assets.com/books/1327813714m/5152561.jpg,https://images.gr-assets.com/books/1327813714s/5152561.jpg
4077,11227041,11227041,16152936,17,,,Kristen Ashley,2011,The Gamble,"The Gamble (Colorado Mountain, #1)",en-GB,https://images.gr-assets.com/books/1327890208m/11227041.jpg,https://images.gr-assets.com/books/1327890208s/11227041.jpg
4078,32628,32628,942597,44,006093316X,9.78006E+12,Clive Barker,1989,The Great and Secret Show,The Great and Secret Show (Book of the Art #1),eng,https://images.gr-assets.com/books/1407710558m/32628.jpg,https://images.gr-assets.com/books/1407710558s/32628.jpg
4079,29,29,2170063,28,380715430,9.78038E+12,Bill Bryson,1990,The Mother Tongue: English and How It Got That Way,The Mother Tongue: English and How It Got That Way,en-US,https://images.gr-assets.com/books/1388209925m/29.jpg,https://images.gr-assets.com/books/1388209925s/29.jpg
4080,1918305,1918305,3344773,34,446580260,9.78045E+12,Eric    Weiner,2008,The Geography of Bliss: One Grump's Search for the Happiest Places in the World,The Geography of Bliss: One Grump's Search for the Happiest Places in the World,en-US,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4081,231,231,1005335,53,312424442,9.78031E+12,Tom Wolfe,2004,,I am Charlotte Simmons,en-US,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4082,25564665,25564665,44707128,35,151166066X,9.78151E+12,Elle Kennedy,2015,The Mistake,"The Mistake (Off-Campus, #2)",eng,https://images.gr-assets.com/books/1447598937m/25564665.jpg,https://images.gr-assets.com/books/1447598937s/25564665.jpg
4083,73089,73089,2617385,51,60734566,9.78006E+12,Susan Elizabeth Phillips,2005,Match Me If You Can,"Match Me If You Can (Chicago Stars, #6)",eng,https://images.gr-assets.com/books/1327154923m/73089.jpg,https://images.gr-assets.com/books/1327154923s/73089.jpg
4084,59830,59830,3153342,75,749932821,9.78075E+12,Nora Roberts,2001,"Heaven and Earth (Three Sisters Island, #2)","Heaven and Earth (Three Sisters Island, #2)",eng,https://images.gr-assets.com/books/1345222134m/59830.jpg,https://images.gr-assets.com/books/1345222134s/59830.jpg
4085,32430,32430,260358,79,425195481,9.78043E+12,Dean Koontz,1989,The Bad Place,The Bad Place,en-US,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4086,17204568,17204568,21490715,27,,,Tracy Brogan,2012,Crazy Little Thing,"Crazy Little Thing (Bell Harbor, #1)",en-US,https://images.gr-assets.com/books/1361951139m/17204568.jpg,https://images.gr-assets.com/books/1361951139s/17204568.jpg
4087,187812,187812,3186888,42,60755865,9.78006E+12,Meg Cabot,2005,Avalon High,Avalon High,,https://images.gr-assets.com/books/1172542154m/187812.jpg,https://images.gr-assets.com/books/1172542154s/187812.jpg
4088,3609763,3609763,3652514,35,316043125,9.78032E+12,Stephenie Meyer,2011,The Twilight Saga: The Official Guide,"The Twilight Saga: The Official Illustrated Guide (Twilight, #4.5)",en-US,https://images.gr-assets.com/books/1344265906m/3609763.jpg,https://images.gr-assets.com/books/1344265906s/3609763.jpg
4089,297135,297135,1563523,57,345483448,9.78035E+12,Kristin Hannah,2001,Summer Island,Summer Island,,https://images.gr-assets.com/books/1320540976m/297135.jpg,https://images.gr-assets.com/books/1320540976s/297135.jpg
4090,64023,64023,1286037,53,60628391,9.78006E+12,Richard J. Foster,1978,Celebration of Discipline: The Path to Spiritual Growth,Celebration of Discipline: The Path to Spiritual Growth,en-US,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4091,517188,517188,6132856,103,60931736,9.78006E+12,Muriel Spark,1961,The Prime of Miss Jean Brodie ,The Prime of Miss Jean Brodie,eng,https://images.gr-assets.com/books/1379598918m/517188.jpg,https://images.gr-assets.com/books/1379598918s/517188.jpg
4092,138202,138202,2975988,19,609807900,9.78061E+12,Megan McCafferty,2001,"Sloppy Firsts (Jessica Darling, #1)","Sloppy Firsts (Jessica Darling, #1)",eng,https://images.gr-assets.com/books/1320531275m/138202.jpg,https://images.gr-assets.com/books/1320531275s/138202.jpg
4093,13477676,13477676,19008613,37,316221333,9.78032E+12,Matthew Quick,2013,"Forgive Me, Leonard Peacock","Forgive Me, Leonard Peacock",eng,https://images.gr-assets.com/books/1370282544m/13477676.jpg,https://images.gr-assets.com/books/1370282544s/13477676.jpg
4094,39963,39963,1207111,31,142401102,9.78014E+12,Richard Peck,1998,A Long Way From Chicago,"A Long Way from Chicago (A Long Way from Chicago, #1)",eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4095,5575,5575,3035972,68,446609404,9.78045E+12,James Patterson,1980,Virgin,Cradle and All,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4096,514313,514313,502278,47,743225708,9.78074E+12,Ben Mezrich,2002,Bringing Down the House: The Inside Story of Six M.I.T. Students Who Took Vegas for Millions,Bringing Down the House: The Inside Story of Six M.I.T. Students Who Took Vegas for Millions,,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4097,18465566,18465566,26123543,17,1626720940,9.78163E+12,"Mariko Tamaki, Jillian Tamaki",2014,This One Summer,This One Summer,eng,https://images.gr-assets.com/books/1456895195m/18465566.jpg,https://images.gr-assets.com/books/1456895195s/18465566.jpg
4098,13184572,13184572,18365161,25,,,Jennifer Weiner,2012,The Next Best Thing,The Next Best Thing,,https://images.gr-assets.com/books/1334300363m/13184572.jpg,https://images.gr-assets.com/books/1334300363s/13184572.jpg
4099,1883838,1883838,421308,20,1847371663,9.78185E+12,Nikki Sixx,2005,The Heroin Diaries: A Year in the Life of a Shattered Rock Star,The Heroin Diaries: A Year In The Life Of A Shattered Rock Star,en-GB,https://images.gr-assets.com/books/1408936840m/1883838.jpg,https://images.gr-assets.com/books/1408936840s/1883838.jpg
4100,4957350,4957350,5023150,53,1934137197,9.78193E+12,Paul Harding,2008,Tinkers,Tinkers,eng,https://images.gr-assets.com/books/1364258693m/4957350.jpg,https://images.gr-assets.com/books/1364258693s/4957350.jpg
4101,15568,15568,34897,48,1857233808,9.78186E+12,Terry Brooks,1991,The Druid of Shannara,"The Druid of Shannara (Heritage of Shannara, #2)",eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4102,22843341,22843341,42401641,21,1502446936,9.7815E+12,Penelope Ward,2014,Stepbrother Dearest,Stepbrother Dearest,eng,https://images.gr-assets.com/books/1407407844m/22843341.jpg,https://images.gr-assets.com/books/1407407844s/22843341.jpg
4103,14376,14376,1820798,73,140007780X,9.7814E+12,Alan Lightman,1992,Einstein's Dreams,Einstein's Dreams,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4104,5695,5695,1487216,455,679734511,9.78068E+12,"Fyodor Dostoyevsky, Richard Pevear, Larissa Volokhonsky",1872,ÃÂÃÂµÃÂÃÂ,Demons,eng,https://images.gr-assets.com/books/1386958613m/5695.jpg,https://images.gr-assets.com/books/1386958613s/5695.jpg
4105,84144,84144,81234,35,749935871,9.78075E+12,Sherrilyn Kenyon,2004,Seize the Night,Seize the Night (Dark-Hunter #6),eng,https://images.gr-assets.com/books/1348418164m/84144.jpg,https://images.gr-assets.com/books/1348418164s/84144.jpg
4106,49455,49455,50717723,691,067973452X,9.78068E+12,"Fyodor Dostoyevsky, Christian Redl, Philip Dossick, Emanuela Guercetti, Michelle-IrÃÂ¨ne Brudny, Richard Pevear, Norman Dietz, Donald Fanger, coderati, Boris de SchlÃÂzer, Larissa Volokhonsky",1864,,Notes from Underground,eng,https://images.gr-assets.com/books/1327909683m/49455.jpg,https://images.gr-assets.com/books/1327909683s/49455.jpg
4108,85987,85987,3311687,93,60898488,9.78006E+12,"Isabel Allende, Margaret Sayers Peden",2000,Retrato en sepia,Portrait in Sepia,,https://images.gr-assets.com/books/1379900929m/85987.jpg,https://images.gr-assets.com/books/1379900929s/85987.jpg
4109,18301124,27237358,25789248,39,,9.7813E+12,Amy Harmon,2013,Making Faces,Making Faces,eng,https://images.gr-assets.com/books/1378983590m/18301124.jpg,https://images.gr-assets.com/books/1378983590s/18301124.jpg
4110,288644,288644,1121318,142,739467042,9.78074E+12,Vikas Swarup,2005,Q & A: Slumdog Millionaire,Q & A,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4111,29430013,29430013,48321130,27,670026336,9.78067E+12,Tana French,2016,,The Trespasser (Dublin Murder Squad #6),eng,https://images.gr-assets.com/books/1462998307m/29430013.jpg,https://images.gr-assets.com/books/1462998307s/29430013.jpg
4112,789344,789344,1998683,38,553157248,9.78055E+12,Donald J. Sobol,1963,"Encyclopedia Brown, Boy Detective (Encyclopedia Brown, #1)","Encyclopedia Brown, Boy Detective (Encyclopedia Brown, #1)",eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4113,138685,138685,133702,72,330411969,9.78033E+12,C.J. Sansom,2003,Dissolution,"Dissolution (Matthew Shardlake, #1)",eng,https://images.gr-assets.com/books/1329914905m/138685.jpg,https://images.gr-assets.com/books/1329914905s/138685.jpg
4114,890143,890143,541421,25,689872992,9.78069E+12,Lisi Harrison,2004,"The Clique (The Clique, #1)","The Clique (The Clique, #1)",en-GB,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4115,17910054,17910054,25095506,51,805092994,9.78081E+12,Elizabeth Kolbert,2014,The Sixth Extinction: An Unnatural History,The Sixth Extinction: An Unnatural History,eng,https://images.gr-assets.com/books/1372677697m/17910054.jpg,https://images.gr-assets.com/books/1372677697s/17910054.jpg
4116,13325079,13325079,18531984,43,60885599,9.78006E+12,Ben Fountain,2012,Billy Lynn's Long Halftime Walk,Billy Lynn's Long Halftime Walk,eng,https://images.gr-assets.com/books/1336052759m/13325079.jpg,https://images.gr-assets.com/books/1336052759s/13325079.jpg
4117,99315,99315,95744,42,1594481717,9.78159E+12,Daniel H. Pink,2004,A Whole New Mind: Why Right-Brainers Will Rule the Future,A Whole New Mind: Why Right-Brainers Will Rule the Future,eng,https://images.gr-assets.com/books/1309284710m/99315.jpg,https://images.gr-assets.com/books/1309284710s/99315.jpg
4118,77160,77160,161332,91,1573223328,9.78157E+12,Lian Hearn,2002,Across the Nightingale Floor ,"Across the Nightingale Floor (Tales of the Otori, #1)",eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4119,2094,2094,16552333,89,553804367,9.78055E+12,"Stephen Hawking, Leonard Mlodinow",2005,A Briefer History of Time,A Briefer History of Time,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4120,117047,117047,112713,66,141026162,9.78014E+12,Richard Dawkins,1986,The Blind Watchmaker: Why the Evidence of Evolution Reveals a Universe Without Design,The Blind Watchmaker: Why the Evidence of Evolution Reveals a Universe Without Design,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4121,59822,59822,1820060,73,749932988,9.78075E+12,Nora Roberts,2002,"Face the Fire (Three Sisters Island, #3)","Face the Fire (Three Sisters Island, #3)",eng,https://images.gr-assets.com/books/1330175555m/59822.jpg,https://images.gr-assets.com/books/1330175555s/59822.jpg
4122,17834834,17834834,13122191,17,1250046394,9.78125E+12,Ronald H. Balson,2010,Once We Were Brothers,Once We Were Brothers,en-GB,https://images.gr-assets.com/books/1376835596m/17834834.jpg,https://images.gr-assets.com/books/1376835596s/17834834.jpg
4123,27401883,27401883,46189043,9,,,"Emily Bleeker, Dan John Miller",2016,When I'm Gone,When I'm Gone,eng,https://images.gr-assets.com/books/1465938298m/27401883.jpg,https://images.gr-assets.com/books/1465938298s/27401883.jpg
4124,16435,16435,4536957,55,553588249,9.78055E+12,Dean Koontz,2004,Life Expectancy,Life Expectancy,eng,https://images.gr-assets.com/books/1308458308m/16435.jpg,https://images.gr-assets.com/books/1308458308s/16435.jpg
4125,2866413,2866413,2529437,18,1423110706,9.78142E+12,Cinda Williams Chima,2008,The Dragon Heir,"The Dragon Heir (The Heir Chronicles, #3)",eng,https://images.gr-assets.com/books/1304657191m/2866413.jpg,https://images.gr-assets.com/books/1304657191s/2866413.jpg
4126,7171876,7171876,6738352,11,1416950095,9.78142E+12,Ellen Hopkins,2010,"Fallout (Crank, #3)","Fallout (Crank, #3)",eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4127,123598,123598,1454722,101,425175405,9.78043E+12,Patricia Cornwell,1999,Black Notice,"Black Notice (Kay Scarpetta, #10)",en-US,https://images.gr-assets.com/books/1388461944m/123598.jpg,https://images.gr-assets.com/books/1388461944s/123598.jpg
4128,28449257,28449257,47261413,13,316393878,9.78032E+12,Emma Donoghue,2016,The Wonder,The Wonder,eng,https://images.gr-assets.com/books/1463229441m/28449257.jpg,https://images.gr-assets.com/books/1463229441s/28449257.jpg
4129,111218,111218,910444,33,345494857,9.78035E+12,Alison Weir,2006, Innocent Traitor,Innocent Traitor,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4130,4656,4656,1137643,81,345463153,9.78035E+12,John Irving,2001,The Fourth Hand,The Fourth Hand,eng,https://images.gr-assets.com/books/1375776688m/4656.jpg,https://images.gr-assets.com/books/1375776688s/4656.jpg
4131,425123,425123,1234238,77,380730359,9.78038E+12,Dennis Lehane,1998,"Gone, Baby, Gone","Gone, Baby, Gone (Kenzie & Gennaro, #4)",eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4132,8957,8957,11852,66,,9.78032E+12,Darren Shan,2000,"Tunnels of Blood (Cirque du Freak, #3) ","Tunnels of Blood (Cirque Du Freak, #3)",,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4133,217436,217436,210517,46,345471172,9.78035E+12,Kristin Hannah,1999,On Mystic Lake,On Mystic Lake,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4134,78131,78131,75453,39,553581554,9.78055E+12,Iris Johansen,1999,The Killing Game,"The Killing Game (Eve Duncan, #2)",eng,https://images.gr-assets.com/books/1314902885m/78131.jpg,https://images.gr-assets.com/books/1314902885s/78131.jpg
4135,15768409,15768409,21474467,18,1442484233,9.78144E+12,Michelle Hodkin,2014,The Retribution of Mara Dyer,"The Retribution of Mara Dyer (Mara Dyer, #3)",eng,https://images.gr-assets.com/books/1417969205m/15768409.jpg,https://images.gr-assets.com/books/1417969205s/15768409.jpg
4136,3882,3882,7606,5,1400082544,9.7814E+12,Rachael Ray,2005,Rachael Ray 365: No Repeats--A Year of Deliciously Different Dinners (A 30-Minute Meal Cookbook),Rachael Ray 365: No Repeats: A Year of Deliciously Different Dinners,,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4137,2145681,2145681,2216670,31,312342020,9.78031E+12,Augusten Burroughs,2008,A Wolf at the Table,A Wolf at the Table,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4138,40290,40290,2771466,52,076534775X,9.78077E+12,Orson Scott Card,1987,Alvin Maker: Seventh Son,"Seventh Son (Tales of Alvin Maker, #1)",eng,https://images.gr-assets.com/books/1327295457m/40290.jpg,https://images.gr-assets.com/books/1327295457s/40290.jpg
4139,16697,16697,243634,42,60790598,9.78006E+12,Michael Chabon,1988,The Mysteries of Pittsburgh,The Mysteries of Pittsburgh,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4140,146274,146274,141162,26,60518502,9.78006E+12,James L. Swanson,2006,Manhunt: The 12-Day Chase for Lincoln's Killer,Manhunt: The 12-Day Chase for Lincoln's Killer,en-US,https://images.gr-assets.com/books/1344193262m/146274.jpg,https://images.gr-assets.com/books/1344193262s/146274.jpg
4141,6631792,6631792,6826164,71,7233701,9.78001E+12,Cecelia Ahern,2009,The Book of Tomorrow,The Book of Tomorrow,eng,https://images.gr-assets.com/books/1276970678m/6631792.jpg,https://images.gr-assets.com/books/1276970678s/6631792.jpg
4142,10327303,10327303,14547795,25,1423147952,9.78142E+12,Ally Carter,2011,Uncommon Criminals,"Uncommon Criminals (Heist Society, #2)",,https://images.gr-assets.com/books/1298155996m/10327303.jpg,https://images.gr-assets.com/books/1298155996s/10327303.jpg
4143,18298225,18298225,25783143,14,62235672,9.78006E+12,Kasie West,2014,On the Fence,On the Fence,eng,https://images.gr-assets.com/books/1383229604m/18298225.jpg,https://images.gr-assets.com/books/1383229604s/18298225.jpg
4144,25153134,24833801,44476984,17,,,Mark  Edwards,2015,Follow You Home,Follow You Home,en-CA,https://images.gr-assets.com/books/1432662633m/25153134.jpg,https://images.gr-assets.com/books/1432662633s/25153134.jpg
4145,846984,846984,23288,31,375913750,9.78038E+12,Jerry Spinelli,2007,"Love, Stargirl","Love, Stargirl (Stargirl, #2)",,https://images.gr-assets.com/books/1320395760m/846984.jpg,https://images.gr-assets.com/books/1320395760s/846984.jpg
4146,481446,481446,2897082,50,307381463,9.78031E+12,Michelle Moran,2007,Nefertiti,Nefertiti,en-US,https://images.gr-assets.com/books/1320449831m/481446.jpg,https://images.gr-assets.com/books/1320449831s/481446.jpg
4147,11709037,11709037,16656588,24,1592406599,9.78159E+12,David McRaney,2011,Ã¢ÂÂYou Are Not So SmartÃ¢ÂÂ,"You Are Not So Smart: Why You Have Too Many Friends on Facebook, Why Your Memory Is Mostly Fiction, and 46 Other Ways You're Deluding Yourself",en-US,https://images.gr-assets.com/books/1391879112m/11709037.jpg,https://images.gr-assets.com/books/1391879112s/11709037.jpg
4148,72854,72854,3098033,27,553578529,9.78055E+12,Sara Donati,1998,Into the Wilderness,"Into the Wilderness (Wilderness, #1)",eng,https://images.gr-assets.com/books/1320395200m/72854.jpg,https://images.gr-assets.com/books/1320395200s/72854.jpg
4149,1519,1519,2378,255,140443339,9.78014E+12,"Aeschylus, Robert Fagles, William Bedell Stanford",-458,Ã¡Â½ÂÃÂÃÂ­ÃÂÃÂÃÂµÃÂ¹ÃÂ±,"The Oresteia  (ÃÂÃÂÃÂ­ÃÂÃÂÃÂµÃÂ¹ÃÂ±, #1-3)",eng,https://images.gr-assets.com/books/1391822282m/1519.jpg,https://images.gr-assets.com/books/1391822282s/1519.jpg
4150,17167084,17167084,23594240,25,312655479,9.78031E+12,Louise Penny,2013,How the Light Gets In,"How the Light Gets In (Chief Inspector Armand Gamache, #9)",eng,https://images.gr-assets.com/books/1364312402m/17167084.jpg,https://images.gr-assets.com/books/1364312402s/17167084.jpg
4151,347656,347656,247323,30,1581344988,9.78158E+12,John Piper,2003,Don't Waste Your Life,Don't Waste Your Life,,https://images.gr-assets.com/books/1369824233m/347656.jpg,https://images.gr-assets.com/books/1369824233s/347656.jpg
4152,54984,54984,2731326,121,307376656,9.78031E+12,Ildefonso Falcones,2006,La catedral del mar,La catedral del mar,spa,https://images.gr-assets.com/books/1366301973m/54984.jpg,https://images.gr-assets.com/books/1366301973s/54984.jpg
4153,111222,111222,15542976,21,345425502,9.78035E+12,Alison Weir,1996,The Life of Elizabeth I,The Life of Elizabeth I,en-US,https://images.gr-assets.com/books/1320433923m/111222.jpg,https://images.gr-assets.com/books/1320433923s/111222.jpg
4154,747061,747061,733204,32,1592975038,9.78159E+12,The Church of Jesus Christ of Latter-day Saints,1950,"The Book of Mormon, Doctrine and Covenants, the Pearl of Great Price","Book of Mormon, Doctrine and Covenants, Pearl of Great Price",,https://images.gr-assets.com/books/1396619969m/747061.jpg,https://images.gr-assets.com/books/1396619969s/747061.jpg
4155,8163722,8163722,13007500,17,044657922X,9.78045E+12,"Jon Stewart, Rory Albanese, Kevin Bleyer, Rich Bloomquist, Steve Bodow, Tim Carvell, Wyatt Cenac, Hallie Haglund, J.R. Havlan, David Javerbaum, Elliott Kalan, Josh Lieb, Sam Means, Jo Miller, John Oliver, Daniel Radosh, Jason Ross",2010,Earth: A Visitor's Guide to the Human Race ,Earth (The Book): A Visitor's Guide to the Human Race,eng,https://images.gr-assets.com/books/1344264519m/8163722.jpg,https://images.gr-assets.com/books/1344264519s/8163722.jpg
4156,6315602,6315602,6500841,28,373210035,9.78037E+12,Rachel Vincent,2009,My Soul to Take,"My Soul to Take (Soul Screamers, #1)",eng,https://images.gr-assets.com/books/1454287869m/6315602.jpg,https://images.gr-assets.com/books/1454287869s/6315602.jpg
4157,15019,15019,13649381,45,1571740562,9.78157E+12,Neale Donald Walsch,1996,Conversations With God. An Uncommon Dialogue. Book 2,"Conversations With God: An Uncommon Dialogue, Book 2",eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4158,9413044,9413044,14297146,26,62071130,9.78006E+12,Brodi Ashton,2012,Everneath,"Everneath (Everneath, #1)",en-US,https://images.gr-assets.com/books/1340210035m/9413044.jpg,https://images.gr-assets.com/books/1340210035s/9413044.jpg
